id,text,gold_intent
1848,I had made a transfer but its still pending.,pending_transfer
1854,My transfer is still pending and I know the account numbers are correct.  Please help.,pending_transfer
1859,When will the transfer go through?,pending_transfer
1866,"I would like to know why my payment is still pending, can you help?",pending_transfer
1872,For how long will my transfer be pending?,pending_transfer
1877,My transfer hasn't gone through yet.,pending_transfer
1878,I am confused as to why my transfer could still be pending.,pending_transfer
1879,How long does it take for a money transfer to show?,pending_transfer
1881,"i want to close an account but im not sure about setting up a new one in the future, what do you recommend",terminate_account
1882,My account needs to be deleted.,terminate_account
1887,I want to close my account,terminate_account
1894,"This company is bad, please delete my account.",terminate_account
1896,I need your help in deleting my account.,terminate_account
1899,How do I get rid of my account ASAP?,terminate_account
1903,Please delete my account. I am not happy with the service from your company.,terminate_account
1905,I am sick of this damn company and want to close out my account.,terminate_account
1906,Please close my account. I am unsatisfied with your service.,terminate_account
1909,I want my account deleted!,terminate_account
1920,"What do I do if an ATM ""stole"" my card?",card_swallowed
1923,What do I do since the machine swallowed my card. I need one.,card_swallowed
1925,Atm took my card,card_swallowed
1929,How can I get my card out of the damn ATM?,card_swallowed
1932,The ATM machine stole my card.,card_swallowed
1939,ATM still has my card,card_swallowed
1943,I have a problem!  The ATM stole my card!,card_swallowed
1948,How do I retrieve a trapped card from a ATM?,card_swallowed
1949,"My card is stuck in the ATM, what can I do?",card_swallowed
1951,"If my card is trapped in the ATM, what do I do?",card_swallowed
1963,I would like to know why I was charged twice for my purchase.,transaction_charged_twice
1965,Why was I chaged twice for the same thing?,transaction_charged_twice
1966,Why is there more then one charge on my card I only paid for one not twice how can I fix this?,transaction_charged_twice
1968,Why would I be charged more than once for the same transaction?,transaction_charged_twice
1972,It appears that I am being double charged for some items that I have purchased this past week.  Please review and correct.,transaction_charged_twice
1978,Why was I charged multiple times for the same thing?,transaction_charged_twice
1981,Why am I being charged twice?,transaction_charged_twice
1990,I see that I have been charged multiple times for the same transaction.,transaction_charged_twice
1992,I have multiple charges on the same transaction.,transaction_charged_twice
1998,I made a payment that got charged twice instead of once.,transaction_charged_twice
2004,where to funds come from,verify_source_of_funds
2007,I would like to see the source of my money.,verify_source_of_funds
2008,Why do you need all this information about my Source of Funds?,verify_source_of_funds
2014,What information do you need to verify my Source of Funds?,verify_source_of_funds
2016,I need my funds verified.,verify_source_of_funds
2022,Can I see that history on my funds and where they came from?,verify_source_of_funds
2030,How can I see where my money comes from?,verify_source_of_funds
2035,How can I check the source of my fund?,verify_source_of_funds
2037,How do I become aware of where my funds come from?,verify_source_of_funds
2039,What do I need to do to verify the source of my funds?,verify_source_of_funds
2041,What is the wait time for a transfer from the US?,transfer_timing
2043,how soon will I see the transfer in my account?,transfer_timing
2052,When should I expect to see my transfer hit my account?,transfer_timing
2055,When does the money get transferred to my account,transfer_timing
2062,How many days until the money will be in my account?,transfer_timing
2064,What is the time frame for a transfer from the US?,transfer_timing
2070,What would the approximate delivery date be if I transferred something urgently to China?,transfer_timing
2071,I have to transfer something to China as fast as I can. How long will it take to arrive in China?,transfer_timing
2073,How long is it going to take for my funds to show in my account?,transfer_timing
2077,There is an important thing from China that I need to transfer. Approximately how long will this take?,transfer_timing
2080,I think my card payment has been stopped,reverted_card_payment?
2084,Why was my payment cancelled?,reverted_card_payment?
2088,Please explain to me the circumstances in which my card payment would be reverted?,reverted_card_payment?
2099,I think my card payment had been return,reverted_card_payment?
2104,Why has my card payment been reverted?,reverted_card_payment?
2106,I bought something and the money appeared back into my account? Why?,reverted_card_payment?
2108,"I'm not sure why my card payment was cancelled, can you find out why?",reverted_card_payment?
2114,What happens if a merchant doesn't accept a payment?,reverted_card_payment?
2115,There was a canceled payment for my card.,reverted_card_payment?
2116,My transaction to pay for an item was returned to my account.,reverted_card_payment?
2124,Can i change my PIN at the ATM?,change_pin
2126,I would like to change my PIN but I am not currently in the country.,change_pin
2131,Is there a location near me that i can change my PIN?,change_pin
2133,I'd like to make a new PIN selection.,change_pin
2134,How do I set a new pin?,change_pin
2140,Am I able to change my PIN at any cash machines?,change_pin
2150,"I am in Austria right now. I need to change my PIN ASAP, so can I still do this from here?",change_pin
2154,I need a new PIN.,change_pin
2155,Show me how to change my pin?,change_pin
2157,What steps do I need to take to change my card PIN?,change_pin
2160,I've tried numerous times to submit a transfer of funds. Why isn't it going through?,beneficiary_not_allowed
2161,I've transferred money before without issue but now I am encountering an error stating that it isn't possible. Why is that?,beneficiary_not_allowed
2163,I was unable to make a transfer to another account.,beneficiary_not_allowed
2165,Can you please help me with this exchange?  I am trying to get crypto and the app won't let me.,beneficiary_not_allowed
2179,The money would not transfer to a beneficiary.,beneficiary_not_allowed
2182,A transfer to an account was not allowed,beneficiary_not_allowed
2185,My transfer to beneficiary didn't go through,beneficiary_not_allowed
2186,Why isn't my transfer going through? I get a message saying it's not possible. I've had no issues in the past.,beneficiary_not_allowed
2191,"My beneficiary is not allowed, please may I have answer as to why this is?",beneficiary_not_allowed
2193,Why would i not be able to do a transfer to a beneficiary?,beneficiary_not_allowed
2203,Why was a charged just for transferring?,transfer_fee_charged
2205,What is the transfer fee charge?,transfer_fee_charged
2208,I am being charged a transfer fee aren't they free?,transfer_fee_charged
2211,Why am I being charged a fee for transferring money?,transfer_fee_charged
2214,"Hi,  Please help me, as i have transferred some amount but receiver did not get the same amount. He received a bit less. Due to this again i need to transfer the difference.   I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this.",transfer_fee_charged
2221,"My receipt shows an extra charge on my transfer, why is this?",transfer_fee_charged
2222,"I was charged a fee when making this transfer, and I don't think I should have been!",transfer_fee_charged
2223,"I sent out money, but was charged extra for transferring. Why?",transfer_fee_charged
2229,Why was my transfer charged fees?,transfer_fee_charged
2235,I transferred money and was charged and want to know why.,transfer_fee_charged
2241,How can I get paid in a different currency?,receiving_money
2242,Can I receive my salary in a currency other than what it is deposited in?,receiving_money
2252,Is GBP a supported currency?,receiving_money
2253,Do I need to establish I am paid in GBP before a transfer?,receiving_money
2264,How can my friend transfer money to me?,receiving_money
2265,Can my friends send me money?,receiving_money
2267,Can I use this account to receive my salary?,receiving_money
2273,How do I get my paycheck through this?,receiving_money
2274,can I transfer my salary if it's in a different currency?,receiving_money
2278,Can I get paid in another currency?,receiving_money
2283,"Fix your system. I can't make transfers, I've tried like 5 times already.",failed_transfer
2285,My transfer did not go through.,failed_transfer
2292,"I transferred my funds, why did it not go through?",failed_transfer
2293,Why has my transfer failed?,failed_transfer
2297,My transfer keeps failing and I just want to transfer the money can you please make it work?,failed_transfer
2299,Why would a transfer fail?,failed_transfer
2300,What are your policies for card transfers?,failed_transfer
2302,I tried to make a transfer but it failed,failed_transfer
2303,Why couldn't I complete a transfer?,failed_transfer
2315,can you tell me why my transfer failed?,failed_transfer
2322,How do I go forth on transferring money into my account?,transfer_into_account
2324,I don't understand the money transfer process.,transfer_into_account
2326,What do I need to do to transfer money into my account?,transfer_into_account
2328,Can I add funds to the card directly from my bank account?,transfer_into_account
2331,I would like to transfer some money from my other bank account into this one.,transfer_into_account
2344,CAN YOU EXPLAIN HOW TO TRANSFER MONEY INTO MY  ACCOUNT FOR ME?,transfer_into_account
2345,"I need to bank account transfer from another account into this one, what is the easiest way that can be done, and what information do i need?",transfer_into_account
2346,How do I transfer money to my account?,transfer_into_account
2347,How do I send my account money through transfer?,transfer_into_account
2357,I'm trying to transfer money into my account.,transfer_into_account
2367,Can I verify a top up?,verify_top_up
2369,Why do you need code verification for my top up?,verify_top_up
2379,How do I find the verification code for my top-up card?,verify_top_up
2380,Why is it important to verify a top-up card?,verify_top_up
2386,How is the top-up card verified?,verify_top_up
2388,What is the importance of verifying the top-up?,verify_top_up
2389,help me find the top-up card's verification code?,verify_top_up
2391,Can I verify a top-up and what card is used?,verify_top_up
2395,I cannot locate the verification code for my top-up card. Please help me.,verify_top_up
2399,What is the necessity of verifying the top up?,verify_top_up
2401,How many cards can I have for one account?,getting_spare_card
2405,I need some spare physical cards.,getting_spare_card
2413,I need to get some more physical cards.,getting_spare_card
2414,"Would I be able to get another card for my account, so I could give one to my daughter?",getting_spare_card
2415,What is the procedure for getting another card?,getting_spare_card
2422,Where can I get a second card?,getting_spare_card
2427,Am I allowed to give my daughter one of my cards to use?,getting_spare_card
2431,How can I get a second card for my daughter?,getting_spare_card
2435,When trying to get more than one card is there a extra amount that needs to be paid?,getting_spare_card
2436,Is it possible to give a second card for this account to my daughter?,getting_spare_card
2441,How do I top-up using cash?,top_up_by_cash_or_cheque
2445,Is there an option to top up a with cheque?,top_up_by_cash_or_cheque
2447,I'm looking for the cash deposit top up option but can't find it. Can you help me?,top_up_by_cash_or_cheque
2452,Can I add to my account balance with a cheque?,top_up_by_cash_or_cheque
2457,I'm looking for the option to top up by cheque.,top_up_by_cash_or_cheque
2462,Can I use cash to top up my account?,top_up_by_cash_or_cheque
2470,How do I deposit cash into my account?,top_up_by_cash_or_cheque
2471,Why can't I top up with a cheque?,top_up_by_cash_or_cheque
2472,Can I send a cheque to do my top ups?,top_up_by_cash_or_cheque
2478,Can I submit a check or cash payment?,top_up_by_cash_or_cheque
2482,What do you charge for physical cards?,order_physical_card
2486,Send me a physical card,order_physical_card
2488,Can I request a physical card?,order_physical_card
2491,Do you ship cards to where I live?,order_physical_card
2503,can I have a non virtual card?,order_physical_card
2504,How do I get a physical card?,order_physical_card
2509,What locations can a card be delivered to?,order_physical_card
2514,"If I want a physical card, do I have to pay anything?",order_physical_card
2517,What are the fees for a physical card?,order_physical_card
2518,How do I get an actual card?,order_physical_card
2520,Why is my disposable virtual card being denied?,virtual_card_not_working
2521,My disposable virtual card doesn't seem to work,virtual_card_not_working
2522,My disposable virtual card is broken.,virtual_card_not_working
2525,Why is my virtual card is being declined?,virtual_card_not_working
2526,Are there restrictions for my disposable card since it does not seem to be working?,virtual_card_not_working
2537,"For some reason, the virtual card won't work for me.",virtual_card_not_working
2539,How can I fix a problem where my virtual card is rejected?,virtual_card_not_working
2540,My virtual card isn't working. What do I do?,virtual_card_not_working
2546,My payments from my virtual card keep getting rejected.,virtual_card_not_working
2549,My disposable virtual card is not working,virtual_card_not_working
2562,I made a withdraw from the ATM this past holiday and it seems like a was charged too much. If I would have   known about these charges I wouldn't have made a withdraw.,wrong_exchange_rate_for_cash_withdrawal
2566,Why was the exchange rate wrong when I got cash,wrong_exchange_rate_for_cash_withdrawal
2571,Is there a fee for exchanging cash?,wrong_exchange_rate_for_cash_withdrawal
2574,"When I got cash, my exchange rate was wrong.",wrong_exchange_rate_for_cash_withdrawal
2583,"I need the right foreign money, at the right rate, at ATMs, when I go abroad.",wrong_exchange_rate_for_cash_withdrawal
2584,The conversion rate on the ATM that I used with foreign currency was wrong.,wrong_exchange_rate_for_cash_withdrawal
2585,why is the exchange rate for a Foreign ATM different,wrong_exchange_rate_for_cash_withdrawal
2587,I withdrew some cash out of the ATM over the holiday. It seems that I was charged some outrageous fees. I would not have done that had I been aware of these outrageous charges!,wrong_exchange_rate_for_cash_withdrawal
2597,I used the ATM machine to get money out for Holiday shopping and saw the outrageous charges. Why is that? I would not have used the ATM if I had known!,wrong_exchange_rate_for_cash_withdrawal
2598,The cash withdrawal exchange rate is not correct.,wrong_exchange_rate_for_cash_withdrawal
2606,I would like a temporary virtual card,get_disposable_virtual_card
2607,How do the disposable cards work?,get_disposable_virtual_card
2610,Can you explain the disposable cards to me?,get_disposable_virtual_card
2614,What do I do to get a disposable virtual card?,get_disposable_virtual_card
2618,May I get a disposable virtual card as well?,get_disposable_virtual_card
2620,I would like to create a disposable virtual card. How do I go about doing that?,get_disposable_virtual_card
2623,What is the process of obtaining a disposable virtual card,get_disposable_virtual_card
2629,"I need a disposable virtual card, how do I get one?",get_disposable_virtual_card
2631,Is there a disposable virtual card I can order?,get_disposable_virtual_card
2637,how many transactions can i make with a disposable card,get_disposable_virtual_card
2640,The app denied my topped up.,top_up_failed
2643,"So, I tried topping up my card for the today. Unfortunately, it failed. A couple of days back I used it and it works fine. Can you double check and tell me what's going on?",top_up_failed
2650,How can I check to see if my top-up worked?,top_up_failed
2654,Why caused my top up to not work?,top_up_failed
2655,Why did my top up not work?,top_up_failed
2659,I topped up but the app did not accept it.,top_up_failed
2661,I think my top up did not work,top_up_failed
2664,can you check why I wasn't able to top up?,top_up_failed
2676,How do I know if my top up was unsuccessful?,top_up_failed
2678,why isnt top up working,top_up_failed
2680,I made a transfer a few hours ago from a UK banking account.  I do not yet see the transfer.  Please check on this for me.,balance_not_updated_after_bank_transfer
2682,How long will it take for my transferred money to show up?,balance_not_updated_after_bank_transfer
2683,Why didn't my balance change after I transferred some money?,balance_not_updated_after_bank_transfer
2688,I didn't get the money I transferred,balance_not_updated_after_bank_transfer
2703,Why don't I have my transfer?,balance_not_updated_after_bank_transfer
2704,Why isn't the transfer on my account showing up?,balance_not_updated_after_bank_transfer
2705,The  money I transferred does not show in the balance.,balance_not_updated_after_bank_transfer
2710,"I made a bank transfer a couple of hours ago from my UK account.  It hasn't appeared, can you check to make sure it went through?",balance_not_updated_after_bank_transfer
2711,My transfer is pending.,balance_not_updated_after_bank_transfer
2714,I made a bank transfer and my account balance did not show it.,balance_not_updated_after_bank_transfer
2722,I just lost my wallet and I see that they are already withdrawing money from my account. How can I stop this?,cash_withdrawal_not_recognised
2724,My app shows some cash I didn't get.,cash_withdrawal_not_recognised
2725,Why is there a random withdrawal in my app?,cash_withdrawal_not_recognised
2731,I see a cash withdrawal that I did not perform.,cash_withdrawal_not_recognised
2736,I am seeing in the App a some cash withdrawal that its not mine,cash_withdrawal_not_recognised
2744,There is a odd withdrawal on my account.,cash_withdrawal_not_recognised
2754,"Someone has stolen my card. Even though I have my card with me, someone just made a 500£ cash withdrawal. Please help as soon as possible.",cash_withdrawal_not_recognised
2757,There is an ATM withdrawl in the app I don't recognize.,cash_withdrawal_not_recognised
2758,A cash withdrawal is showing up that I didn't do.,cash_withdrawal_not_recognised
2759,The app made a mistake and said I made a cash withdrawal.,cash_withdrawal_not_recognised
2761,whats your exchange rate,exchange_charge
2765,"My work sends me all over the world, can I get a discount for all the money I have to exchange?",exchange_charge
2768,How much does it cost to exchange currencies?,exchange_charge
2771,Is there a fee to exchange foreign money?,exchange_charge
2776,"How much is a cross currency exchange, and can I check to see if I have any discounts available?",exchange_charge
2778,How much do I have to pay for the exchange fee?,exchange_charge
2781,I was wondering if there were any discounts offered for frequent currency exchanges?,exchange_charge
2782,Would I be charged for exchanging currencies?,exchange_charge
2787,"When I travel, what will it cost to switch for my currency?",exchange_charge
2790,Are there extra charges for exchanging currency?,exchange_charge
2801,Are there any fees for adding money with an international card?,top_up_by_card_charge
2804,Will I get charged for topping off my card?,top_up_by_card_charge
2818,Will there be any extra fees for European bank card for top up?,top_up_by_card_charge
2819,Will I be charged if I use European bank card for top up?,top_up_by_card_charge
2820,I want to use a European bank card for a top up. Must I pay?,top_up_by_card_charge
2822,Is there a fee for topping up,top_up_by_card_charge
2827,"When using a US card, what is the cost for a top up/off?",top_up_by_card_charge
2833,Is there a charge or discount if I use a European bank in a top up?,top_up_by_card_charge
2837,Are there any extra fees for adding money into the international card?,top_up_by_card_charge
2838,What are the fees for top ups?,top_up_by_card_charge
2840,Could you please activate my card,activate_my_card
2841,I need to activate my card can you do that now?,activate_my_card
2845,How long will it take to activate my new card?,activate_my_card
2851,What is the process of card activation?,activate_my_card
2852,WHAT CAN I DO AFTER THE CARD MISSING,activate_my_card
2857,"Please, activate my card",activate_my_card
2864,Activating my card,activate_my_card
2871,What is the process for activating my card?,activate_my_card
2872,How do I use my new card?,activate_my_card
2875,"I would like to activate my card to use now, can you help me?",activate_my_card
2880,I see some fees for cash withdraw.,cash_withdrawal_charge
2882,Why am I being charged when I withdraw cash?,cash_withdrawal_charge
2884,Why are fees charged on cash withdrawals? I went to withdraw some money earlier today after shopping. There's a fee that wasn't there before.,cash_withdrawal_charge
2887,"Do ATM cash withdrawals carry a charge now? They've been free in the past, but all of a sudden I have to pay to make ATM withdrawals?",cash_withdrawal_charge
2888,Why is there an extra charge for money that was withdrawn?,cash_withdrawal_charge
2904,Why did I get charged a fee when I tried to obtain cash?,cash_withdrawal_charge
2907,I was charged extra for a withdrawal,cash_withdrawal_charge
2909,"I thought cash withdrawals were free? Why have I been charged a fee? Also, how much is this fee?",cash_withdrawal_charge
2914,I took cash and got charged a fee,cash_withdrawal_charge
2919,Why is there a fee for withdrawing?,cash_withdrawal_charge
2920,Am I able to order a new card and have it sent to me in China?,card_about_to_expire
2925,"My card's expiring, what happens now?",card_about_to_expire
2926,My card is about to expire. What do I need to do?,card_about_to_expire
2928,What do I do if my card is expiring soon?,card_about_to_expire
2929,How much does it cost to get a new card?  Mine is almost expired.  How fast does it come?,card_about_to_expire
2930,"Since my card is about to expire, what do I do to get a new one?",card_about_to_expire
2933,What is the next step if my card is about to expire.,card_about_to_expire
2935,"I need a new card, my current card is nearly expired.",card_about_to_expire
2936,"It appears my card expires next month, can I order a new one?",card_about_to_expire
2953,My card is about to expire.,card_about_to_expire
2964,Can I use my Apple Watch to to top up?,apple_pay_or_google_pay
2965,Does Apple Pay give the option to top up?,apple_pay_or_google_pay
2966,Top up on my Google Pay isn't working.,apple_pay_or_google_pay
2972,"I received my American Express card, but I am having problems making it work with Apple pay.  Can you help me with this problem?",apple_pay_or_google_pay
2973,is apple pay eligible for top up,apple_pay_or_google_pay
2983,Can I use my American Express stored in Apple Pay to top up?,apple_pay_or_google_pay
2988,I got my American Express in Apple Bay but top up is not working,apple_pay_or_google_pay
2994,How do I get the Top Up feature on my apple watch working?,apple_pay_or_google_pay
2995,How do I troubleshoot Google pay top up?,apple_pay_or_google_pay
2999,"Google pay and top up, I want it, can I get it?",apple_pay_or_google_pay
3000,What can I use to verify my identify?,verify_my_identity
3005,What do you need for my identity check?,verify_my_identity
3007,Is there a specific type you need for identity verification?,verify_my_identity
3011,What do I need to verify my identity,verify_my_identity
3016,What kind of documents do I need for the identity check?,verify_my_identity
3019,What are the steps to verify my identity?,verify_my_identity
3023,Can I verify my identity online?,verify_my_identity
3024,do the details of my profile have to match my documents,verify_my_identity
3030,What can I do to verify my identity?,verify_my_identity
3036,Is there any documentation needed for the identity check?,verify_my_identity
3049,Can I get one of your cards in the EU,country_support
3050,Can I get a card despite the fact I'm not in the UK?,country_support
3053,how do i get a card if i am in the usa,country_support
3054,"Please help me get a new card, I reside in the United States.",country_support
3056,Is my country supported,country_support
3062,What countries do you support?,country_support
3068,Do you have a list of countries you operate in?,country_support
3073,What countries do you currently do business in?,country_support
3077,What countries do you do business in?,country_support
3078,What are the countries you operate in.,country_support
