id,text
t768,I just bought an item and changed my mind.  I have not received it yet how can I get refunded.  Thank you.
t769,"I made a mistake and did a transaction to a wrong account, can I cancel?"
t770,Where do i find my PIN?
t771,I need assistance activating my card?
t772,I'm concerned because my cash withdrawal is pending.
t773,The app is showing that I received alot more money than I actually received from the ATM. This occurred earlier today.
t774,My cash deposit hasn't posted to my account.
t775,Can I open an account for my offspring?
t776,What's the tracking on the card you sent?
t777,"I tried using my card, but it doesn't work."
t778,"Hi, I am unable to see transaction in my account which i made couples of hours ago from my UK account. Please help me in this."
t779,Google pay top up not working.
t780,Have you started charging for cash withdrawals? I always thought it was free until I noticed this fee. How much is the fee?
t781,What am i missing to verify my id?
t782,What do I do if I forgot my passcode?
t783,My payment didn't work and the money is in back in my account.
t784,I was attempting to top up with my card but the money has vanished!
t785,I'm not certain my top-up went through yet.
t786,I want a mastercard
t787,I couldn't make a transfer
t788,I was charged multiple times at the same location at the same time
t789,My order needs to be canceled.
t790,What's the procedure with currency exchange?
t791,I tried activation my card and it didn't employment
t792,Is there a way to use this app with a disposable virtual card?
t793,"There is an extra $1 charge on my statement, why is that?"
t794,Why did using an ATM cause me to have an extra fee charged?
t795,Physical cards are what I need more of
t796,"When I travel, can it automatically add money in certain intervals?"
t797,A percentage fee was charged to my withdrawal.
t798,I've completely forgot the code to get into the app.
t799,Can I top up for free using a European card?
t800,How long will it take for the money to reach my account?
t801,What are the acceptable currencies for adding funds?
t802,I did not get the right amount of cash from the ATM.
t803,What do I do if I can't get my card out of the ATM?
t804,I requested a refund but can't see it.
t805,"I would like to delete my account now, please."
t806,I need my card to be activated right now.
t807,"
Which cash machines will allow me to change my PIN?"
t808,Transfer declined.
t809,Why did I get charged twice for the same thing
t810,The transfer I made isn't reflected in my balance
t811,I just moved to the US how do I get a card?
t812,HOW LONG THE CARD VALIDITY
t813,why hasn't my cash arrived yet from my cheque?!
t814,I have yet to receive the cash I added to my account this morning.
t815,My payment had a wrong exchange rate.
t816,I was charged a fee for a transfer. Where did it come from?
t817,"My top-up was supposed to be done, but now the money is gone! Is there a glitch in your system?"
t818,Tell me about the limit for top ups.
t819,Why is my balance the same after a transfer?
t820,Can I get both a Visa and a Mastercard from you?
t821,I'm expecting to see a cash withdrawal but I'm still waiting.
t822,What is your currency exchange fee?
t823,Can you please tell me why my cash withdrawal is still pending?
t824,Why isn't a refund showing on my statement?
t825,What do I owe for a new card?
t826,I'd prefer Mastercard.
t827,Where do I find my card PIN?
t828,My card is due to expire
t829,Was my card payment reverted?
t830,Is there a way to see my money's source?
t831,How do I delete an account?
t832,How do I use a card to top up?
t833,Why isn't my balance updating?  I did a bank transfer and it isn't current.
t834,What is the reason for the fee charge on my transfer?
t835,What is this direct debit in my statement?
t836,How will I know where my funds are coming from?
t837,Why can't my transfer complete?
t838,Why isn't my pending transfer finished?
t839,I sent money and the recipient has not received their money after two weeks.
t840,How can I receive my salary in another currency?
t841,My transfer has not arrived.
t842,There is  a charge I don't recognize.
t843,I couldn't get the money I needed.
t844,Can I have my card activated?
t845,I am paid by my employer in GBP; do I need to do anything in the app to indicate this?
t846,What's my pin number?
t847,Why hasn't my friend received the money i sent them yet?
t848,I need my refund
t849,What information do I need to gather in order to activate my card?
t850,Please explain the exchange rates.
t851,It seems like my card payment didn't work.
t852,Why did my card get charged twice for a transaction?
t853,Is there a pay structure for currency exchanges?
t854,How do I go about exchanging currencies with this app?
t855,How do I activate my card that just arrived?
t856,What's the deal? Money has just disappeared out of my account. I thought you offered crypto top up and it doesn't seem to working.
t857,I'm confused. My contactless is suddenly not working anywhere that I try to use it. How do I fix it?
t858,Can my PIN changed remotely without visiting a bank?
t859,I was charged more than once in a single transaction
t860,How can I choose between Visa and Mastercard?
t861,Seems like the exchange rate for my payment last Saturday was wrong. I was charged extra.
t862,Tell me about the card PIN?
t863,Is it possible to purchase more physical cards with my account?
t864,Why is my cash withdrawal still showing as pending?
t865,"I want to reactivate my card, I thought I had lost it but I found it."
t866,"I already paid to top-up but the funds aren't available yet, where are they?"
t867,Why was I charged an additional fee when paying with card?
t868,My card payment might have been reverted.
t869,Where can I find an ATM?
t870,Will I see the transfer in my account within the week?
t871,Is there a limit to how much I can top up?
t872,My payment was terminated
t873,"For the disposable cards, what are the restrictions?"
t874,I'd like to have it delivered on Saturday.  Is that possible?
t875,Why was I charged an extra fee when paying with card?
t876,I keep checking my statements but nothing shows up! I requested a refund a long time ago but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me
t877,I'm on holiday and I noticed a different amount for exchange rate.  Can you explain?
t878,I prefer Mastecard.
t879,What was the $1 charge for on my statement?
t880,Can I exchange from USD to GBP?
t881,"The past few times I've been to the ATM, I was charged a withdrawal fee. Have your policies changed regarding fees?"
t882,Why am I unable verify my id?
t883,What retailers accept my card?
t884,"Hello, I recently ordered an item and I need help with cancelling and processing a refund as soon as possible. It's very important that I get my refund quickly."
t885,how long does delivery take?
t886,As far as courtries go which ones are supported?
t887,"My transaction history is looking a little off. I have been charged twice for multiple different purchases, and would like to have those duplicate charges refunded."
t888,I need to know where do my funds come from
t889,Do I need to do something to get a new card once it expires?
t890,There is a transaction showing in my app that I did not make as I have not used that card all day.  Please reimburse this amount to my account.
t891,Why has my payment been declined? I paid by card.
t892,How do I make my top up complete?
t893,"Hi, there is a suspicious payment from my card. I definitely do not know who this is or who could have made this payment."
t894,Why do I see an extra fee on my statement?
t895,The ATM didn't give me enough money! I asked for more than it gave. What do I do?
t896,I'm having trouble with proving my identity.
t897,I was only given $20 when I tried to get $100
t898,My account isn't showing the refund
t899,Do you have a limit for someone's age?
t900,I sent money to my family last Friday but they don't have it.
t901,"I just got my new card, how do I activate it?"
t902,i need help. I updated my balance with a check yesterday and Im not seeing it. Can you look at my account to see what went wrong?
t903,Can I choose between Visa and Mastercard?
t904,What is the most I can top-up?
t905,what are you going to use my identification details for?
t906,Whats the minimum age to have an account
t907,"I'm waiting for a transfer from the US, how much longer?"
t908,Can you tell me more info about virtual disposable cards?
t909,Tell me how I can verify a card top-up.
t910,How do I go about unlocking a pin?
t911,"I did not get my virtual card yet, Why?"
t912,What are the requirements to verify my identity?
t913,How long does it take for cards to be delivered after ordering them?
t914,When I tried to pay in a store my card din't work
t915,after i got married i need to change my name
t916,"I see in the app some cash was withdrawn, but it's not mine."
t917,I had transferred some money but the balance hasn't changed.
t918,I took out some cash from the ATM but it is still showing the transaction is pending.
t919,There has been a red flag on my top up.
t920,Why didn't my transfer work?
t921,"i accidentally entered in my retailers information, what should i do next"
t922,I'm expecting a refund but it's no where to be seen
t923,I was charged a fee for a transfer.
t924,They said I would get a refund but I don't see it on my statement.
t925,"If I were to transfer, what would the cost be?"
t926,Please provide me a list of ATMs that accept my card.
t927,Can I have my money refunded for an item
t928,Why wouldn't the ATM give me my money?
t929,Do I need any kind of proof for the identity check?
t930,I think my card is lost.  What do I do?
t931,What currencies can I exchange?
t932,Help me. My transfer was declined. How could this happen?
t933,I would like to know where my source of funds came from.
t934,"I want to get rid of the account, and delete personal information ."
t935,"Hi. About two hours ago I made a transfer from my bank which is in the UK, but I don't see it yet! Would you check what's going on with it, please?"
t936,Do you offer disposable virtual cards too?
t937,My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.
t938,What's the reason for needing to verify my identity?
t939,Can you explain to me why a cash withdrawal shows up as pending?
t940,Where are cards available to order?
t941,My top up did not go through yet.
t942,I got some items this morning but the payment says pending
t943,What is needed for the identity verification?
t944,"I need multiple cards per day, and they all have to be disposable."
t945,Why did my top-up not get approved this time?
t946,Card payment has be declined.
t947,I received the wrong amount of cash.
t948,Where is the option to top up with a cheque?
t949,I see a fee that I think was charged because I paid by card.
t950,How can I verify my source of funds?
t951,How is my card payment still pending?
t952,My card hasn't came in the mail yet?
t953,My identity can't be verified for some reason
t954,Why was I charged a fee for using my card
t955,I answered so many questions about my identity. Why do you need this info?
t956,How can I fix this?  There is a double charge on my account.
t957,What type of card can I use to top up?
t958,Where do I find how to top off with a check?
t959,How long does it take to prove my identity?
t960,Are there specific ATM's that I can draw money from?
t961,"I just got a new card, and I want to know how to activate."
t962,I have one other credit card from the US. Do you take it?
t963,What went wrong when I tried to do my transfer?
t964,Can I keep using my card after it expires?
t965,How can I find out the source of my available cash?
t966,"Hi, I am new to this. Are there any additional fees or charges that I should be aware of? I was looking through the app and I thought I saw something in regards to fee-free allowances."
t967,A withdraw I tried to make at the ATM was declined I don't know why.
t968,Where is my recent refund in the my statement?
t969,Will there be extra charges regarding to adding money into my international card?
t970,When will I have access to my pin number?
t971,I cannot tell what my top up currently is.
t972,Is there a reason my top-up has been cancelled?
t973,My phone is at the hotel.  How can I use the app?
t974,Can I use a check to top up?
t975,I need to cancel a transaction immediately.
t976,My card payment is showing pending however this transaction was a couple of days ago. Is there a reason why it it still pending?
t977,"I think someone saw my PIN and I am on vacation in Spain, can I change it locally at an ATM?"
t978,A payment is pending
t979,I don't see the transaction I made to a friend on my account.
t980,My card was eaten by the cash machine what do I do?
t981,I lost my phone! Will my card still work?
t982,"I desperately need to transfer something from China, Please give me the wait time."
t983,I use my card internationally to manage payments and I just noticed that you are adding additional fees.  Why?  I am a good customer and this has me thinking about leaving.
t984,How long will my transfer stay pending?
t985,"I have a disposable card, how many transactions can I make?"
t986,What cards and currencies can I use to top up my account?
t987,Why did my transfer get declined?
t988,Do I need to order a new card before it expires?
t989,I've been waiting for over an hour for a top up to go through.  How long is this supposed to take?  I really need this money.
t990,When I received my cash; they had my exchange rate incorrect.
t991,Is my account accessible even though my verification of my identity has not passed yet?
t992,There is an urgent thing that I need to transfer from China. Approximately how long will it take?
t993,The rate of exchange for my cash withdrawal is wrong.
t994,I just got an error message saying my transfer is not possible? Why is that? I've transferred money before and it worked without problem
t995,Will I be able to top up by cheque?
t996,I was wondering if I could get a second card on this account? I would like my daughter to have one.
t997,What are the cards and currencies that you support?
t998,Can you tell me how I go about activating a new card?
t999,I just saw a fee on my account. When do these get charged?
t1000,"I cannot find my phone, what should I do?"
t1001,Did a card payment that I made get cancelled?
t1002,What if my top up doesn't go through?
t1003,Is it possible to dispute a debit payment from a couple of months ago.
t1004,Can I use the apple watch to make a top-up?
t1005,How limited is a virtual card?
t1006,"I needed cash today, so I used another provider's ATM, and when I attempted to withdraw, it declined. I just checked it out and I'm still showing my account with that amount pending! I didn't take any money out, it was declined, so I don't want that to be processed as a withdrawal."
t1007,How do I order another card?
t1008,Do i need to verify my top up?
t1009,virtual card won't work for me
t1010,How does it work when I transfer money into my account?
t1011,€1 was in my statement as an extra fee.
t1012,"Hi, I am currently in the process of buying a flat and I am waiting for the mortgage to go through but it keeps showing up as an error.  Do you know what could be causing this and can you help me get the money over."
t1013,I entered a wrong PIN too many times. How can I fix this?
t1014,Why didn't I receive the right amount of cash at the ATM?
t1015,Is there a way to order a new card while in China?
t1016,I see a direct debit transaction that I didn't make.
t1017,Has my card been lost in delivery?
t1018,I need help fixing my contactless. It's not working anywhere I go today.
t1019,Where do we mail the card?
t1020,Let me know when I get charged extra for payments. I saw on the app a fee I wasn't forewarned about.
t1021,Can I withdraw money in my hometown currency while on holiday without any additional fees?
t1022,Can I use any card and currency?
t1023,Will you charge me for exchanging foreign currencies?
t1024,What factors effect the exchange rate?
t1025,The exchange rate for foreign ATM currency is wrong.
t1026,I see my transfer was declined.
t1027,I am having problems with a top-up.
t1028,Why do you have the identity check
t1029,Can you tell me what I need to do for the identity check process?
t1030,What do I do?  The ATM took my card!
t1031,Is there a money transfer fee?
t1032,I need you to delete my account right now.
t1033,My card couldn't pay in a shop.
t1034,Are cards from the US accepted?
t1035,"If my card expires next month, will I need to order a new one?"
t1036,Is it possible to get a card when i'm not in the UK?
t1037,There is a single payment on my card which shows as pending.
t1038,How do I know what exchange rate I will get?
t1039,Where can I edit personal details?
t1040,My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?
t1041,A foreign purchase I made has the incorrect rate applied to it.
t1042,"Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees."
t1043,"Someone has copied my card. I have my card with me, but someone just made a 500£ cash withdrawal. Please help now."
t1044,"I want to reactivate my card, I thought I had lost it but found it again in my jacket this morning."
t1045,Can I select my card scheme or do you choose it for me?
t1046,I need to change my address in the personal details.
t1047,"I want to link to my card card with you, how?"
t1048,I don't recognise a Direct Debit payment
t1049,What's wrong with my ID? I can't verify it.
t1050,Someone has been using my card. There are unfamiliar transactions on there. Can you freeze the card to keep this from happening?
t1051,Where can I find a Mastercard ATM?
t1052,Is there an automatic top up feature?
t1053,What's the top-up limit?
t1054,I would like to be assisted with the activation of my card.
t1055,You can use it anywhere that accepts Mastercard.
t1056,My top up card needs verification and I don't know how to do it
t1057,An ATM machine didn't give me back my card.
t1058,Are these cards available in europe?
t1059,I want to top up my account. Can I do it with Google Pay?
t1060,I deposited cash but it isn't showing up in my account
t1061,"I Submitted a cheque couple of days ago, nothing happened to my account yet.What could be the possible issue?"
t1062,Is there an extra fee to exchange currencies?
t1063,Can I exchange currency to Europe?
t1064,"HI,Accordingly you offer crypto top up but it doesn't seem to be working? Money just disappeared from my account.What should be done now?"
t1065,If my card becomes expired what can I do?
t1066,I have an odd payment in my statement
t1067,is there a limit on top ups
t1068,how do i see what i transferred
t1069,"I'm interested in holding and exchange for flat currencies, what do you support?"
t1070,I want to take some funds from my other bank account and add them to this one.
t1071,when does my balance update for a transfer
t1072,Would I be charged any fees if I added money to my account using an international card?
t1073,What caused my transfer to fail?
t1074,How can I deposit money to my account?
t1075,why am I being charged a fee for transferring money ?
t1076,Is there a way to use a cheque to top up my account?
t1077,Is it possible for me to track the card is was mailed to me?
t1078,"So, I see a strange fee that I've never seen before after making an online purchase from abroad. I was under the impression transfers could be made for free. I don't think this seems fair."
t1079,Does it cost me anything to top up my account via bank transfer?
t1080,Can you tell me the countries you provide support for.
t1081,My payment came back for something i'm trying to buy online? it's been doing it for two weeks.  do you know what the issue is?
t1082,"I have been doing some online shopping, but when checking out, it keeps getting declined. I tried a few times and it wouldn't work. What could be wrong?"
t1083,My card is about to expired what will happen?
t1084,"I made a transfer and the receiver did not get the right amount its lesser than what it should be,Now I have to transfer more money to make up for the missing amount . Can you please help me about this, what should be done"
t1085,"Can you help me with my card, I think it's broke."
t1086,I want a refund on this.
t1087,Show me how to look at the source of my current funds?
t1088,"Hi, I'm trying to purchase a flat and I'm needing the first payment for the mortgage to go through on the flat I'm trying to buy. For some reason I keep getting an error.can you assist in making this transfer? What is going on?"
t1089,My statement has not shown my refund.
t1090,It seems I need to get information on limits for top-ups.
t1091,"I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already?"
t1092,How do I edit the personal details on my account?
t1093,I received a different amount of cash than what I entered.
t1094,I recently deposited a cheque and cannot find the cash from it.
t1095,I would like to top up my account automatically. How do I do that?
t1096,What kinds of cards can I use to top up?
t1097,Is there any fees for top ups?
t1098,How long does a transfer take?
t1099,How can I change my name because I just got married?
t1100,"i am express delivering my card to the us, how long will that take"
t1101,Where'd the rest of my cash go from the ATM
t1102,Please send my refund now.
t1103,Transfer isn't working?
t1104,"The service here is horrible, I want to delete my account."
t1105,The disposable cards - what are they for?
t1106,My card payment was cancelled.  Why?
t1107,Why are you not accepting my transfer!! I've tried a couple times already now and it just keeps showing an error message
t1108,Is my daughter eligible to open an account?
t1109,Can I update my details?
t1110,"I tried to access money earlier but the machine seems not to be working. After looking, the transaction actually shows to still being process. Can you find out what is going on here? I don't want to be charged for some money I never got."
t1111,How do I use my card to top up?
t1112,"My Bank is in Europe, how long will the transfer take?"
t1113,Why was I unable to complete my transfer?
t1114,Where do I activate my card?
t1115,My card hasn't been working for even small transactions today.
t1116,"Need a new card, mine is expiring."
t1117,Can you tell me why my credit card was declined while trying to top-up?
t1118,I thought I would have received my new card at this point.
t1119,"I did a bank transfer to top up, but the money is not available."
t1120,What kind of cards an currency do you support?
t1121,Can this card be used at all ATMs?
t1122,I cannot get my disposable virtual card to work
t1123,I sent you a cheque a few days ago and I noticed that nothing has happened yet. Can you tell me the status of my cheque please?
t1124,Why has my withdrawal not posted?
t1125,I would like to cancel a transfer...is this possible?
t1126,Why was my account assessed a fee?
t1127,i have a pending top-up
t1128,"For SEPA transfers, what kind of charge will be applied?"
t1129,I want to activate the card.
t1130,Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks.
t1131,"My top up hasn't gone through yet, why?"
t1132,Transfer could not be completed due to being declined.
t1133,An extra fee of €1 was in my statement
t1134,Can I top-up by cheque?
t1135,My card was declined at a restaurant today and I am not sure why.
t1136,Is it possible for me to top up with cash?
t1137,can you express my card to me?
t1138,"It seems you keep declining my transfers. Before, it's always worked very well.Just now when I tried to buy something the card was declined. I tried more than once and it was the same thing each time."
t1139,May I get one of your cards?  I live in the EU.
t1140,"Hello I am unable to exchange the crypto currency through the app, i am very keen to buy. Please let me know the issue.    interested buying crypto currency but i am unable to purchase it through the application,i do want to do the exchange, Could you please let me know what is the problem?"
t1141,Can I get a full list of instructions for identity checks?
t1142,Does it matter if I use Visa or Mastercard?
t1143,"You will hear back from us about your verification results in 10 minutes to a one hour timeframe.  If these verification results do fail, please double-check to make sure your images are clear and have no glare or blur; your photos need to be fully readable.  You need to be 18 years of age or older and a resident of Switzerland or the European Economic Area to create an account."
t1144,Why am I still waiting for my refund
t1145,My top up has failed
t1146,What services can I use to top up?
t1147,I bought something this morning and the payment is still pending
t1148,Which currencies will you exchange?
t1149,how long does it take for a transfer to arrive
t1150,How many top-ups am I allowed to do?
t1151,Can I use my account before the identity verification is complete?
t1152,I can't get my card out of the ATM
t1153,"May monthly payment to Apple has been declined but I don't know why, they are going to re-try the payment and it must go through, can you tell me what is going on please?"
t1154,I have a fee and I don't know why
t1155,What is this fee debit on my account?
t1156,I tried to make a payment with my card and it was declined. Why is it pending?
t1157,why did my account decline a incoming transfer
t1158,I forgot my password to get into the app!
t1159,Do you charge for making a withdrawal? I took some money out of my account earlier and I was charged for this.
t1160,My cash transaction isn't showing on my receipt
t1161,My money disappeared! Please help??
t1162,I am not sure where my phone is.
t1163,I still want to use my account but haven't verified is that OK?
t1164,Please help!  I was mugged and everything stolen.  What do I do to stop them from accessing my account?
t1165,My card has not come in the mail yet.
t1166,"What do I do with my ""decline"" message on a transfer?"
t1167,There's an error with the rate that is charged.
t1168,Why would I need a disposable card?
t1169,"My card was lost on vacation, I don't know where it is. Can you help me take care of this immediately?"
t1170,Is there a reason why my virtual card won't work?
t1171,Can I use your app to exchange between USD and GBP
t1172,"hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent."
t1173,Is it possible to delete the account?
t1174,My phone was stolen! What do I need to do?
t1175,"I haven't received my transfer funds yet, where are they?"
t1176,What do I do about a debit on my account that I didn't make?
t1177,"I've been waiting for 3 days, why is my withdrawal still pending?"
t1178,"Unable to complete transfer, states 'declined'"
t1179,I saw I was charged extra for money I withdrew?
t1180,What kind of money can I hold?
t1181,Why hasn't my payment shown up yet?
t1182,Does the fee for exchange change?
t1183,Why would my payment for my card show as pending?
t1184,I want a new card
t1185,I am unable to use my card.
t1186,I can't seem to figure out why my transfers are getting declined.
t1187,My card hasn't shown up yet.
t1188,how to get new card after atm eats it
t1189,"Someone has a copy of my card. I have my card with me, but someone just made a 500£ cash withdrawal. Help me."
t1190,What do I do to exchange currency?
t1191,"Hi, I am trying to buy something online, but i think there is some issue in my card. As payment is reverted. Please help me in this as i am facing the same issue from last two weeks."
t1192,Could you explain why my card payment did not work?
t1193,My payment did not go through because the app reverted it
t1194,I couldn't make a transfer because it was declined
t1195,"I have a US credit card, will you accept it?"
t1196,You operate in which countries?
t1197,How do I know when my card will expire?
t1198,I used my card to top-up but the money is gone!
t1199,Tell me why my card payment has been declined.
t1200,"I received my card, how do I get it to show in the app?"
t1201,"I got a message saying I made a withdrawal from the bank machine, but I did not."
t1202,What is the exchange rate for EUR?
t1203,I used an ATM and there was an extra charge.
t1204,How do I go through the identity checks?
t1205,What is the estimated date for delivery to US?
t1206,Can I top up my balance with a cheque?
t1207,How can I use my credit card to transfer money?
t1208,Please explain why my transfer attempt was declined. Thank you.
t1209,I have to verify my identity. What do I need to do?
t1210,My top up didn't go through
t1211,How long should it take for my new card to arrive in them mail? What should I do if I never receive it?
t1212,I have a second credit card from the US. Will you take it?
t1213,The ATM sucked my card in.
t1214,"My PIN has been blocked, what should I do?"
t1215,"Hi, I am on vacation in Spain and someone stole my bag with my phone and wallet with cards and everything. Can you block it ASAP and then I want to order a new one also ASAP."
t1216,Help! I need to cancel a transaction.
t1217,I must change my address.
t1218,I would like to get an account for my child.
t1219,"Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this."
t1220,Does this app exchange currencies?
t1221,Where would I find top up by cash deposit?
t1222,How to a go about ordering a disposable virtual card?
t1223,What do I do when a charge has been made that I did not make?
t1224,Why isn't this accepting my identity?
t1225,"The disposable cards, what are they for?"
t1226,I have a charge I did not make.
t1227,Why haven't I received my new card yet?
t1228,"Hi, I have an apple watch. How do I use it to top up my card?"
t1229,think someone is using my card with permission
t1230,What is the cost for currency exchanges?
t1231,Why won't you let me name X as a beneficiary?
t1232,The amount of cash I selected to withdraw is different than what I received.
t1233,Is there a longer processing time for international bank transfers?
t1234,Hi! What documents can I use to verify my identity?
t1235,I just had my card get declined at the ATM! I need to get money out but I am unable to.  Why has this happened?
t1236,Tell me how to delete my account.
t1237,How long should a cheque deposit take to show? My account hasn't updated and I want to make sure everything is okay.
t1238,"I think that someone may be using my card, but I'm not sure,."
t1239,"I think my card is broken or something. I tried using it and it wouldn't go through, please help."
t1240,What type of ID do you accept?
t1241,Do I have a say when it's delivered?
t1242,How can I link the new card?
t1243,I lost track of my card
t1244,"My PIN is not working, can you help?"
t1245,"Hi, I just looked at my card transactions and saw that I've been charged twice for a restaurant I went to this week. Can you remove the double charge, please?"
t1246,Why can't I take cash out of the ATM?
t1247,Problem verifying my account
t1248,how do I link an old card?
t1249,Can I hold more than one currency?
t1250,The payment on my card shows as pending.
t1251,"I couldn't transfer money to my bank, why not?"
t1252,Please tell me about disposable cards.
t1253,Does your app allow currency exchanges between USD and GBP?
t1254,I have cancelled payments to this card.
t1255,I am unable to get cash from the ATM
t1256,How do I start an exchange between GBP and AUD?
t1257,"that fee should not be there, you charged my cash for an unnecessary thing."
t1258,What is the youngest age for an account?
t1259,"If I want to topup by card, how do I do it?"
t1260,"Last Saturday, I was charged extra for the exchange rate on my payment. Is something wrong?"
t1261,What forms of payment do you accept?
t1262,Could you assist me in finding my lost card?
t1263,My top-up didn't go through; it still says pending. What's up with that?
t1264,I can't find my PIN anywhere.
t1265,When should I expect my card to arrive?
t1266,Should I order a new card before I freeze my original one?
t1267,Can you please explain how to transfer money using the bank transfer process?
t1268,I need a list of currencies you accept for exchange.
t1269,What should I do if someone stole my phone?
t1270,I was the victim of someone stealing my wallet.  My card is being used and it isn't me.  What should I do?
t1271,I was unaware of the additional charge that was added onto my previous payment. A notification of extra charges would be appreciated in the future.
t1272,How will I receive my PIN?
t1273,Do I have to use bank approved ATM's
t1274,"I got a new card, how do I link it?"
t1275,What documents are required for proof of identity?
t1276,What is the fee charged for using my card?
t1277,I don't see the verification code for my card transfer.
t1278,How do i activate my card
t1279,My cash withdrawal shows as pending still.
t1280,what is the matter?
t1281,The app doesn't think it's me.
t1282,Tell me where I can find the auto top up feature and a little bit about it please.
t1283,I received the wrong amount of cash back
t1284,Please give me a Mastercard instead.
t1285,What currency can I use to pay for a top up?
t1286,Do you know how I can verify that I did a top-up to my card?
t1287,My account is depleted. Can I transfer funds from another bank?
t1288,I got my card a few days ago but am unable to top up. I'm thinking about closing my account because of this. What is going on?
t1289,I think youre system may be broken because I have tried transfer money 5x and it isnt working!  I'm not doing anything complicated it is what I usually do.
t1290,Why is there a charged fee for debit or credit card payment?
t1291,How old do you need to be to use the banks services?
t1292,Where is my last money transaction
t1293,Is it possible to have a second card?
t1294,I've made a card payment a couple of days ago now but it looks like the money is stuck. How long does it typically take for the payment to go through?
t1295,"When using my card I was charged a fee for doing so, why?"
t1296,I transferred money and it hasn't come yet
t1297,How do I get my card to work?
t1298,I would like to receive a refund for something I bought.
t1299,Someone that I had to send money to told me that they didn't receive the full amount I sent them - can you look into this?
t1300,What is minimum age for an account?
t1301,I'm still waiting on a payment
t1302,Can I make transfers before my identity verification?
t1303,My transfer to a beneficiary was rejected.
t1304,Why has my payment been reversed?
t1305,"I want to reactivate my card, I thought I had lost it but found it again this morning."
t1306,"my cash withdrawal is pending, why?"
t1307,What does pending mean on a cash withdrawal?
t1308,will you be able to activate my card
t1309,"No transactions are being accepted, what's wrong with my card?"
t1310,My card is about to expire.  Where do I get a new one.
t1311,"Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check?"
t1312,My card is showing multiple charges for the same items on my recent statement. I was wondering what actions of needed to take to fix this issue
t1313,My money I had was gone and I could not get gas!
t1314,why did i get declined transfer
t1315,Is there a disposable virtual card?
t1316,How long before transferred money shows up?
t1317,I made a transfer from France a couple days ago and don't see the transaction yet. How long does an international transfer take?
t1318,My card is missing.
t1319,Could you please tell me why my purchases from this morning say payment is pending?
t1320,"Something is wrong, my top-up is gone and I don't know what happened to my money."
t1321,"
I can't seem to be able to use my card


"
t1322,"I found my card that I thought I had lost, I need to reactive it, please help."
t1323,Can I add money automatically to my account while traveling?
t1324,I got some cash in the ATM but its still pending
t1325,I haven't received my pin
t1326,"I do not like this, I made a simple transfer but I have an additional charge for doing so."
t1327,How do I verify the top-up card?
t1328,I have a transaction showing up multiple times.
t1329,How can I Use thereto-top option?
t1330,For topping-up is there a charge?
t1331,My money hasn't been transferred yet.
t1332,What are the countries you support.
t1333,How do I add a new card?
t1334,Can the card was sen to me be tracked?
t1335,My card gets rejected when I try to use it
t1336,How do I link my card in the app.
t1337,I did a transaction this morning and now I want to cancel it.
t1338,How do I top up using my card?
t1339,"I think something is wrong with your top up.  I've been waiting a little over an hour for this to go through, can you send it through for me?"
t1340,"I was told that withdrawing cash from the ATM is free, but I'm charged a fee. Why is this?"
t1341,What kind of fee is there to top-up my account?
t1342,"the product is not working, can I get a refund?"
t1343,I have no idea why but my transfers keep getting declined. I have double checked all the recipient details several times already and they're definitely correct.
t1344,What does it mean when a cash withdrawal is pending?
t1345,My card no longer works.
t1346,Why do my transfers keep failing?
t1347,"I need to reset my passcode, this one isn't working"
t1348,The cash I asked for still hasn't been received
t1349,"My top up did not show up as shown and my money has disappeared, can you help me fix this glitch problem?"
t1350,Can I change my pin at an atm?
t1351,"I went to the store and tried to make a purchase.  The first time, it was declined, but the second one went through.  But my App shows me that I've already been charged once and the second charge is still pending.  Can you make sure that I'm not charged twice?"
t1352,I have been charged a fee for getting cash
t1353,"My card has an issue, the payment has been deferred."
t1354,What do I do if there is a direct debit on my account that shouldn't be there?
t1355,Can you help me transfer money into my friend's bank account? I tried to do it but it keeps rejecting me. I need to get the money in there asap. I have enough and all the account info is correct.
t1356,I have a fee showing from last time I used my card.
t1357,When will my cheque be processed?
t1358,What needs to be provided for identity verification?
t1359,How do I get a refund for an item I bought?
t1360,"There's a payment with my card that I definitely didn't do myself, never seen that name before."
t1361,My card is lost!  Please help me!
t1362,Does the top-up need verified?
t1363,I am looking to delete my account. I'm not happy with the service provided by you.
t1364,"Hello, i'd like to inform you of an issue i'm currently experiencing. The goods i have ordered from your website have still not arrived yet; it has been over 3 weeks. I would like to be issued a refund swiftly and be redirected to more competent people. Thank you for your assistance."
t1365,Could you tell me about the restrictions that are on the disposable cards?
